ID_CLIENTE,FECHA_ALTA,EDAD,GENERO,ESTADO_CIVIL,NIVEL_EDUCATIVO,NUM_DEPENDIENTES,TIPO_EMPLEO,INGRESO_MENSUAL,ANTIGUEDAD_LABORAL,TIPO_CREDITO,MONTO_CREDITO,PLAZO_MESES,TASA_INTERES,NUM_CREDITOS_PREVIOS,DIAS_MORA_MAX,RATIO_UTILIZACION,TIPO_VIVIENDA,RATIO_LTV,DEFAULT
CLI007996,2026-02-14,66,M,Casado,Secundaria,1,Dependiente,1962.0,2.4,Vehicular,5051.0,60,9.87,3,0.0,0.2586,Arrendada,,0
CLI007997,2025-02-11,45,M,Casado,Técnico,2,Independiente,1831.0,6.5,Consumo,4160.0,24,20.04,4,30.0,0.1693,Propia,,1
CLI007998,2025-06-22,32,M,Casado,Universitario,2,Empresario,3313.0,2.6,Hipotecario,59150.0,84,15.4,5,0.0,0.5465,Arrendada,0.685,0
CLI007999,2025-12-23,60,M,Soltero,Universitario,0,Dependiente,2165.0,3.9,Hipotecario,10847.0,60,26.62,3,30.0,0.0596,Propia,0.641,0
CLI008000,2026-01-16,64,F,Soltero,Postgrado,1,Independiente,4019.0,0.5,Hipotecario,34316.0,24,11.06,3,30.0,0.4425,Familiar,0.603,0
CLI008001,2026-03-30,41,M,Casado,Universitario,2,Dependiente,,0.6,Consumo,3296.0,24,26.72,5,90.0,0.4806,Familiar,,0
CLI008002,2025-02-19,36,M,Divorciado,Técnico,3,Independiente,,0.3,Consumo,265217.0,120,20.36,4,180.0,0.5403,Familiar,,1
CLI008003,2025-10-23,40,F,Soltero,Técnico,2,Jubilado,2434.0,2.2,Hipotecario,56545.0,36,23.67,1,30.0,0.1772,Propia,0.91,0
CLI008004,2025-04-11,49,F,Casado,Secundaria,1,Dependiente,1446.0,5.2,Hipotecario,24488.0,60,14.22,0,30.0,0.1607,Arrendada,0.514,0
CLI008005,2025-12-22,56,M,Casado,Secundaria,4,Empresario,1329.0,8.0,Hipotecario,6045.0,24,14.05,3,90.0,0.3817,Hipotecada,0.831,0
CLI008006,2026-01-30,48,M,Casado,Técnico,2,Dependiente,1636.0,7.1,Hipotecario,29444.0,12,19.41,4,0.0,0.0798,Familiar,0.652,0
CLI008007,2025-11-20,43,F,Casado,Postgrado,2,Independiente,,4.0,Hipotecario,1000.0,60,21.0,3,30.0,0.392,Propia,0.874,0
CLI008008,2025-08-05,58,M,Divorciado,Secundaria,3,Dependiente,1402.0,0.5,Consumo,13628.0,48,21.45,2,0.0,0.2096,Arrendada,,0
CLI008009,2025-10-10,38,F,Casado,Universitario,2,Dependiente,3206.0,5.5,Consumo,17646.0,48,24.24,2,0.0,0.2072,Arrendada,,0
CLI008010,2025-05-03,53,M,Divorciado,Técnico,1,Dependiente,1966.0,8.9,Vehicular,11234.0,48,14.78,3,30.0,0.017,Hipotecada,,0
CLI008011,2025-01-07,38,F,Casado,Secundaria,1,Independiente,1546.0,0.8,Hipotecario,6635.0,36,27.46,0,90.0,0.1512,Propia,0.611,0
CLI008012,2025-12-02,46,F,Casado,Secundaria,2,Independiente,1286.0,2.1,Hipotecario,5577.0,24,23.51,4,60.0,0.4745,Arrendada,0.79,1
CLI008013,2026-02-02,40,M,Casado,Universitario,1,Dependiente,3038.0,,Hipotecario,7663.0,36,18.39,5,180.0,0.2088,Arrendada,0.934,1
CLI008014,2026-03-30,41,M,Soltero,Secundaria,3,Empresario,2889.0,2.6,Empresarial,7570.0,48,21.54,4,0.0,0.4928,Arrendada,,0
CLI008015,2026-03-09,37,F,Soltero,Universitario,0,Dependiente,2630.0,5.7,Hipotecario,9213.0,120,27.19,3,30.0,0.1746,Propia,0.615,0
CLI008016,2025-01-08,56,M,Casado,Técnico,2,Dependiente,1182.0,7.2,Consumo,43107.0,60,13.12,1,180.0,0.2513,Hipotecada,,0
CLI008017,2026-02-08,33,M,Casado,Secundaria,0,Dependiente,1175.0,1.4,Consumo,66541.0,24,25.02,1,60.0,0.1741,Arrendada,,1
CLI008018,2025-05-10,33,M,Casado,Universitario,1,Dependiente,3137.0,7.9,Hipotecario,23445.0,24,10.83,4,0.0,0.2279,Familiar,0.796,0
CLI008019,2025-03-18,65,F,Casado,Secundaria,0,Dependiente,1356.0,8.6,Vehicular,15816.0,48,20.94,3,0.0,0.2277,Propia,,0
CLI008020,2026-02-14,52,F,Casado,Postgrado,1,Dependiente,3905.0,3.2,Vehicular,17761.0,48,12.78,3,90.0,0.3375,Familiar,,0
CLI008021,2025-02-24,18,M,Casado,Secundaria,1,Dependiente,610.0,36.7,Vehicular,7007.0,84,16.94,3,30.0,0.6182,Arrendada,,1
CLI008022,2026-03-01,35,F,Soltero,Universitario,0,Dependiente,5552.0,3.7,Hipotecario,20176.0,60,20.16,4,30.0,0.0594,Propia,0.923,0
CLI008023,2026-01-24,22,F,Casado,Técnico,1,Independiente,2585.0,1.6,Consumo,7259.0,24,21.46,4,0.0,0.3624,Propia,,0
CLI008024,2026-01-13,31,F,Casado,Universitario,0,Dependiente,,17.0,Hipotecario,1000.0,60,30.17,3,60.0,0.5327,Familiar,0.875,0
CLI008025,2025-01-24,18,F,Divorciado,Secundaria,1,Dependiente,804.0,8.2,Empresarial,54568.0,24,21.04,0,30.0,0.0852,Arrendada,,0
CLI008026,2025-04-03,40,F,Divorciado,Secundaria,2,Jubilado,1087.0,21.3,Consumo,15204.0,24,9.28,0,120.0,0.3223,Arrendada,,0
CLI008027,2025-05-12,29,F,Casado,Secundaria,0,Dependiente,1187.0,1.5,Vehicular,14162.0,84,13.21,0,90.0,0.0711,Arrendada,,1
CLI008028,2025-08-14,42,M,Soltero,Secundaria,1,Dependiente,2340.0,2.5,Consumo,18874.0,48,14.0,0,30.0,0.1452,Propia,,1
CLI008029,2025-01-06,24,M,Casado,Técnico,1,Dependiente,1555.0,3.3,Consumo,22726.0,24,17.11,1,60.0,0.3067,Arrendada,,1
CLI008030,2026-02-26,42,M,Divorciado,Universitario,2,Empresario,4696.0,0.6,Hipotecario,16252.0,24,22.1,1,0.0,0.1377,Propia,0.686,0
CLI008031,2025-02-28,37,M,Soltero,Universitario,2,Dependiente,2304.0,2.0,Consumo,16054.0,48,19.85,4,0.0,0.3312,Familiar,,1
CLI008032,2025-11-20,58,M,Casado,Técnico,2,Dependiente,2122.0,0.2,Hipotecario,19570.0,36,22.89,0,90.0,0.3861,Propia,0.822,0
CLI008033,2026-02-03,57,F,Casado,Técnico,0,Jubilado,3546.0,0.2,Vehicular,11162.0,120,13.53,4,,0.7201,Arrendada,,0
CLI008034,2025-08-29,50,M,Casado,Universitario,0,Independiente,5332.0,8.6,Hipotecario,8945.0,24,17.63,3,0.0,0.3796,Hipotecada,0.892,0
CLI008035,2025-03-05,38,M,Casado,Universitario,3,Independiente,3560.0,11.1,Consumo,7229.0,84,22.18,1,0.0,0.5715,Hipotecada,,0
CLI008036,2025-04-29,63,M,Casado,Técnico,2,Dependiente,1159.0,11.4,Consumo,4135.0,36,15.59,1,0.0,,Familiar,,0
CLI008037,2025-02-19,24,F,Casado,Universitario,1,Empresario,2914.0,1.5,Vehicular,39301.0,24,5.0,3,30.0,0.2543,Propia,,0
CLI008038,2025-06-19,26,M,Divorciado,Universitario,1,Empresario,2474.0,0.5,Empresarial,20367.0,48,18.34,3,90.0,0.3788,Arrendada,,0
CLI008039,2025-11-09,41,F,Casado,Postgrado,2,Independiente,5186.0,1.5,Vehicular,4940.0,60,24.96,3,0.0,0.2222,Arrendada,,0
CLI008040,2025-08-21,66,M,Casado,Universitario,3,Dependiente,5018.0,5.6,Consumo,7202.0,24,13.09,3,,0.22,Propia,,0
CLI008041,2025-04-07,39,F,Soltero,Universitario,1,Sin empleo,2859.0,3.7,Vehicular,12424.0,48,19.13,2,0.0,0.5042,Arrendada,,1
CLI008042,2025-03-25,39,M,Divorciado,Universitario,0,Independiente,6583.0,2.6,Empresarial,9878.0,48,19.45,3,30.0,0.2054,Hipotecada,,0
CLI008043,2025-09-28,26,M,Casado,Secundaria,3,Dependiente,713.0,2.0,Hipotecario,7956.0,24,20.01,2,90.0,0.0712,Propia,0.716,1
CLI008044,2026-01-20,52,F,Casado,Técnico,1,Empresario,2603.0,8.7,Vehicular,11945.0,24,18.92,3,30.0,0.3562,Familiar,,1
CLI008045,2025-11-04,52,M,Viudo,Técnico,3,Dependiente,1385.0,13.9,Empresarial,7071.0,120,19.58,3,30.0,0.0327,Hipotecada,,0
CLI008046,2025-04-07,50,M,Casado,Secundaria,2,Independiente,1207.0,22.3,Consumo,57113.0,48,16.31,4,0.0,0.525,Propia,,0
CLI008047,2025-01-24,35,F,Soltero,Técnico,1,Dependiente,1452.0,11.6,Hipotecario,9483.0,36,25.56,4,0.0,,Propia,0.733,0
CLI008048,2025-06-17,34,F,Divorciado,Universitario,0,Empresario,8410.0,17.9,Vehicular,40730.0,24,29.83,3,0.0,0.1208,Propia,,0
CLI008049,2025-01-21,27,F,Soltero,Técnico,1,Dependiente,2150.0,6.2,Hipotecario,7002.0,48,17.69,1,90.0,0.2253,Familiar,0.855,0
CLI008050,2026-02-26,42,F,Soltero,Técnico,0,Dependiente,1163.0,31.8,Consumo,6297.0,36,29.43,3,30.0,0.2486,Arrendada,,0
CLI008051,2025-10-19,30,F,Soltero,Secundaria,2,Dependiente,791.0,33.5,Consumo,20503.0,12,9.49,2,90.0,0.2226,Arrendada,,1
CLI008052,2025-11-07,29,M,Soltero,Secundaria,0,Empresario,812.0,5.3,Hipotecario,119508.0,24,30.39,3,60.0,0.3834,Arrendada,0.896,0
CLI008053,2025-10-27,37,F,Divorciado,Técnico,3,Dependiente,2524.0,7.3,Hipotecario,14857.0,84,14.43,6,0.0,0.3082,Propia,0.632,0
CLI008054,2025-10-18,36,F,Soltero,Universitario,1,Sin empleo,,2.2,Consumo,22819.0,84,19.27,2,0.0,0.1464,Hipotecada,,1
CLI008055,2025-03-07,36,M,Soltero,Técnico,1,Dependiente,2303.0,2.5,Consumo,15235.0,24,16.18,2,60.0,0.2988,Familiar,,0
CLI008056,2025-10-24,47,F,Casado,Universitario,2,Dependiente,5108.0,2.4,Empresarial,15987.0,120,21.01,5,0.0,0.1831,Arrendada,,0
CLI008057,2025-08-12,42,M,Casado,Técnico,1,Dependiente,1160.0,35.3,Consumo,16618.0,12,12.22,5,0.0,0.4526,Arrendada,,1
CLI008058,2025-11-21,38,M,Soltero,Universitario,1,Dependiente,6537.0,0.1,Hipotecario,5879.0,24,21.58,6,,0.2726,Familiar,0.784,0
CLI008059,2025-07-19,44,M,Soltero,Técnico,0,Sin empleo,,5.5,Hipotecario,18488.0,24,30.21,3,0.0,0.0729,Familiar,0.919,0
CLI008060,2026-02-04,31,M,Casado,Técnico,2,Independiente,3292.0,4.1,Consumo,26098.0,36,16.57,3,,0.2485,Familiar,,0
CLI008061,2025-07-26,43,F,Soltero,Secundaria,1,Independiente,1153.0,0.5,Hipotecario,18668.0,36,21.1,4,90.0,0.255,Familiar,0.536,0
CLI008062,2026-02-14,43,M,Casado,Universitario,1,Empresario,7495.0,8.0,Consumo,21076.0,60,20.85,1,120.0,0.315,Familiar,,0
CLI008063,2025-04-12,25,M,Viudo,Postgrado,0,Independiente,5003.0,,Hipotecario,32548.0,36,12.98,7,,0.25,Propia,0.664,0
CLI008064,2025-12-08,52,M,Casado,Técnico,0,Dependiente,1674.0,3.2,Consumo,14662.0,48,20.1,1,0.0,0.2761,Arrendada,,0
CLI008065,2025-07-26,32,M,Soltero,Técnico,1,Dependiente,2573.0,4.0,Hipotecario,14422.0,36,17.14,1,0.0,0.4724,Familiar,0.798,0
CLI008066,2025-06-03,42,M,Casado,Universitario,2,Independiente,,14.5,Consumo,48070.0,84,15.91,2,0.0,0.0644,Familiar,,1
CLI008067,2026-01-27,54,F,Casado,Secundaria,2,Dependiente,722.0,23.5,Consumo,4465.0,60,27.54,2,60.0,0.4022,Arrendada,,0
CLI008068,2025-09-16,52,M,Divorciado,Secundaria,1,Dependiente,,14.9,Hipotecario,17956.0,48,17.38,0,180.0,0.0857,Propia,0.949,0
CLI008069,2025-09-07,42,M,Soltero,Técnico,0,Dependiente,2940.0,3.1,Hipotecario,3763.0,48,9.51,5,90.0,0.552,Arrendada,0.71,0
CLI008070,2025-09-10,38,F,Soltero,Secundaria,0,Empresario,1875.0,4.3,Consumo,50751.0,24,27.41,2,0.0,0.4302,Propia,,0
CLI008071,2025-04-22,52,F,Casado,Secundaria,0,Dependiente,,1.2,Empresarial,40945.0,48,20.41,5,30.0,0.45,Hipotecada,,0
CLI008072,2025-09-13,49,M,Divorciado,Postgrado,1,Independiente,4619.0,7.2,Consumo,13409.0,48,28.9,1,0.0,0.3375,Propia,,0
CLI008073,2025-03-21,35,F,Casado,Secundaria,0,Dependiente,1292.0,1.9,Vehicular,4513.0,120,17.27,2,0.0,0.2626,Arrendada,,0
CLI008074,2025-10-22,33,F,Soltero,Universitario,3,Independiente,2371.0,6.6,Consumo,12167.0,36,15.03,2,0.0,0.2471,Familiar,,0
CLI008075,2025-02-28,19,M,Divorciado,Técnico,1,Dependiente,3916.0,9.1,Consumo,1923.0,48,27.9,3,0.0,0.5872,Hipotecada,,0
CLI008076,2025-09-04,43,F,Casado,Técnico,3,Dependiente,2449.0,2.1,Consumo,18631.0,84,25.63,5,90.0,0.2384,Familiar,,0
CLI008077,2026-02-19,41,M,Soltero,Universitario,0,Dependiente,4732.0,0.1,Hipotecario,27037.0,24,13.72,1,0.0,0.8997,Familiar,0.662,0
CLI008078,2025-07-06,54,M,Divorciado,Técnico,0,Dependiente,2407.0,5.8,Hipotecario,9204.0,12,12.28,1,0.0,0.2211,Arrendada,0.808,0
CLI008079,2026-03-13,45,M,Casado,Técnico,2,Dependiente,1749.0,2.8,Hipotecario,21172.0,36,20.64,1,30.0,0.1221,Propia,0.732,0
CLI008080,2025-11-06,56,F,Soltero,Técnico,2,Dependiente,3938.0,3.0,Consumo,27545.0,48,18.97,1,0.0,0.7249,Arrendada,,0
CLI008081,2025-09-03,34,F,Divorciado,Postgrado,2,Jubilado,6268.0,1.1,Vehicular,17596.0,24,25.67,6,0.0,0.1408,Propia,,0
CLI008082,2025-12-19,54,M,Casado,Postgrado,1,Sin empleo,9937.0,5.0,Hipotecario,9750.0,12,21.06,2,90.0,0.2132,Propia,0.576,0
CLI008083,2025-01-24,36,M,Casado,Técnico,1,Dependiente,1792.0,7.2,Consumo,16020.0,120,17.62,3,90.0,0.2869,Propia,,0
CLI008084,2026-03-11,50,M,Divorciado,Secundaria,0,Dependiente,3402.0,6.0,Hipotecario,14914.0,12,17.64,1,0.0,0.3895,Propia,0.532,0
CLI008085,2025-07-19,25,M,Casado,Universitario,0,Dependiente,,12.1,Consumo,23282.0,24,12.31,1,0.0,0.5489,Propia,,0
CLI008086,2025-06-16,44,F,Soltero,Técnico,0,Dependiente,1684.0,3.4,Consumo,4526.0,60,19.73,1,0.0,0.4375,Arrendada,,1
CLI008087,2026-02-14,20,F,Viudo,Técnico,1,Dependiente,1350.0,1.9,Consumo,154271.0,36,19.8,3,0.0,0.3735,Arrendada,,0
CLI008088,2025-06-10,39,M,Soltero,Técnico,0,Dependiente,2984.0,4.8,Hipotecario,54463.0,84,24.11,4,90.0,0.1846,Propia,0.855,0
CLI008089,2025-03-23,46,M,Viudo,Postgrado,1,Independiente,5775.0,0.8,Empresarial,47135.0,36,11.03,4,0.0,0.2659,Familiar,,0
CLI008090,2025-05-17,36,F,Soltero,Técnico,2,Independiente,1228.0,8.3,Empresarial,5170.0,84,24.61,2,0.0,0.3041,Hipotecada,,0
CLI008091,2026-02-07,30,F,Casado,Técnico,2,Dependiente,1726.0,4.1,Hipotecario,19489.0,36,12.45,3,0.0,0.0652,Propia,0.706,0
CLI008092,2025-04-28,51,M,Casado,Secundaria,3,Dependiente,1059.0,14.0,Empresarial,110882.0,60,21.82,6,0.0,0.1443,Hipotecada,,0
CLI008093,2025-09-06,40,M,Divorciado,Universitario,2,Dependiente,2501.0,0.1,Hipotecario,33954.0,84,16.48,2,0.0,0.2645,Arrendada,0.658,0
CLI008094,2025-02-05,36,M,Casado,Secundaria,1,Dependiente,2003.0,5.4,Hipotecario,1000.0,60,20.99,0,30.0,0.2422,Arrendada,0.763,0
CLI008095,2026-01-10,42,F,Soltero,Universitario,1,Independiente,2734.0,14.7,Hipotecario,101052.0,24,20.91,1,0.0,0.3211,Familiar,0.572,0
CLI008096,2026-02-21,71,M,Soltero,Secundaria,0,Jubilado,970.0,3.1,Hipotecario,18973.0,48,19.29,2,0.0,0.1821,Familiar,0.862,0
CLI008097,2025-06-13,54,M,Casado,Postgrado,1,Jubilado,5691.0,5.5,Hipotecario,7845.0,36,22.31,2,30.0,0.0891,Arrendada,0.579,0
CLI008098,2026-01-22,54,M,Soltero,Secundaria,2,Dependiente,1432.0,13.0,Consumo,34993.0,60,6.03,0,90.0,0.6402,Arrendada,,1
CLI008099,2025-01-10,46,M,Casado,Postgrado,1,Dependiente,6068.0,2.3,Consumo,8772.0,48,17.61,2,120.0,0.2277,Propia,,0
CLI008100,2025-12-30,43,F,Divorciado,Universitario,2,Dependiente,8442.0,20.5,Consumo,3069.0,48,20.36,1,0.0,0.3119,Arrendada,,0
CLI008101,2025-09-18,18,M,Casado,Postgrado,1,Jubilado,6107.0,0.0,Consumo,132872.0,24,24.7,4,0.0,0.3609,Arrendada,,0
CLI008102,2025-09-12,34,M,Casado,Técnico,1,Dependiente,3902.0,4.5,Consumo,3704.0,36,10.55,3,,0.5836,Hipotecada,,0
CLI008103,2025-09-16,36,M,Casado,Secundaria,1,Jubilado,1563.0,4.9,Empresarial,4241.0,48,17.47,4,0.0,0.4825,Arrendada,,0
CLI008104,2025-08-30,21,M,Casado,Secundaria,0,Dependiente,1146.0,1.7,Consumo,16133.0,24,9.26,4,60.0,0.3841,Propia,,0
CLI008105,2025-12-14,29,M,Casado,Técnico,4,Dependiente,2516.0,,Vehicular,27625.0,36,11.14,2,0.0,0.0582,Arrendada,,0
CLI008106,2025-06-19,20,F,Casado,Postgrado,1,Dependiente,6700.0,9.3,Consumo,8969.0,24,7.04,3,60.0,0.1655,Hipotecada,,0
CLI008107,2025-10-03,41,M,Casado,Universitario,3,Independiente,4594.0,8.6,Consumo,8910.0,24,11.62,5,0.0,0.5751,Propia,,0
CLI008108,2025-01-25,51,M,Casado,Universitario,1,Independiente,2677.0,7.5,Consumo,11821.0,36,14.29,3,0.0,0.2896,Hipotecada,,0
CLI008109,2026-03-22,54,F,Viudo,Técnico,3,Independiente,1710.0,11.1,Consumo,6657.0,24,9.29,2,0.0,0.3998,Familiar,,1
CLI008110,2025-07-30,46,F,Divorciado,Técnico,2,Dependiente,1593.0,7.1,Hipotecario,5710.0,60,15.42,2,,0.417,Propia,0.723,0
CLI008111,2025-05-16,31,M,Divorciado,Universitario,2,Dependiente,5542.0,,Consumo,11227.0,60,24.96,1,90.0,0.1063,Hipotecada,,1
CLI008112,2025-04-01,20,M,Soltero,Universitario,4,Jubilado,6704.0,13.7,Empresarial,51526.0,24,17.49,2,0.0,0.1454,Familiar,,0
CLI008113,2025-01-16,22,F,Casado,Técnico,2,Independiente,1718.0,0.6,Hipotecario,7822.0,12,13.76,2,0.0,0.1035,Propia,0.937,1
CLI008114,2025-09-02,28,M,Casado,Universitario,0,Jubilado,2259.0,12.7,Consumo,4779.0,48,14.15,4,0.0,0.2129,Propia,,0
CLI008115,2025-05-01,32,F,Casado,Técnico,2,Independiente,1317.0,,Empresarial,8224.0,48,19.0,2,,0.0846,Arrendada,,0
CLI008116,2025-05-31,40,F,Casado,Técnico,1,Dependiente,3173.0,6.0,Hipotecario,17123.0,48,19.65,3,0.0,0.3176,Arrendada,0.799,0
CLI008117,2026-03-27,30,F,Casado,Universitario,1,Independiente,2863.0,1.0,Consumo,2990.0,36,17.58,3,0.0,0.6432,Propia,,1
CLI008118,2025-09-11,45,M,Divorciado,Universitario,3,Jubilado,3555.0,3.2,Consumo,5624.0,36,14.97,2,,0.1672,Familiar,,0
CLI008119,2025-12-27,39,M,Divorciado,Universitario,3,Dependiente,4325.0,0.5,Hipotecario,27893.0,60,10.7,6,0.0,0.5781,Hipotecada,0.831,1
CLI008120,2026-01-23,42,F,Casado,Postgrado,1,Dependiente,,3.9,Hipotecario,6296.0,48,22.52,2,90.0,0.2986,Propia,0.738,0
CLI008121,2026-02-23,54,F,Divorciado,Universitario,3,Dependiente,1771.0,2.5,Hipotecario,20724.0,60,5.0,2,0.0,0.4301,Arrendada,0.608,0
CLI008122,2026-02-12,29,M,Casado,Universitario,1,Dependiente,3267.0,18.8,Vehicular,3457.0,84,21.25,2,0.0,0.11,Arrendada,,0
CLI008123,2025-01-07,46,M,Soltero,Técnico,0,Dependiente,2265.0,2.5,Vehicular,18053.0,36,25.85,2,0.0,0.2498,Propia,,1
CLI008124,2025-10-20,41,F,Soltero,Universitario,0,Independiente,1788.0,0.7,Consumo,23331.0,36,9.87,8,0.0,0.434,Propia,,1
CLI008125,2025-10-26,38,F,Soltero,Técnico,1,Dependiente,1355.0,0.4,Consumo,18172.0,12,9.53,3,0.0,0.1321,Arrendada,,0
CLI008126,2025-12-06,51,F,Casado,Secundaria,2,Dependiente,1771.0,2.6,Consumo,11580.0,24,16.24,4,,0.5129,Propia,,1
CLI008127,2025-12-19,51,M,Casado,Universitario,1,Jubilado,2248.0,14.3,Hipotecario,30429.0,120,16.6,2,120.0,0.2264,Propia,0.871,0
CLI008128,2026-01-08,31,M,Casado,Postgrado,0,Independiente,10188.0,6.4,Consumo,16836.0,48,23.11,4,0.0,0.3611,Familiar,,0
CLI008129,2025-10-09,39,M,Divorciado,Técnico,1,Empresario,2394.0,4.7,Consumo,15010.0,24,19.23,2,90.0,,Propia,,1
CLI008130,2026-02-17,45,F,Soltero,Secundaria,3,Dependiente,1990.0,0.7,Vehicular,7728.0,84,19.9,2,120.0,0.0927,Arrendada,,1
CLI008131,2025-07-03,38,M,Divorciado,Técnico,0,Empresario,2085.0,7.8,Hipotecario,17079.0,84,16.48,5,30.0,0.3569,Propia,0.521,0
CLI008132,2025-10-25,48,F,Soltero,Secundaria,2,Independiente,1375.0,7.1,Hipotecario,2999.0,24,10.55,3,0.0,0.3866,Propia,0.94,0
CLI008133,2026-03-08,45,M,Divorciado,Universitario,0,Independiente,2427.0,3.7,Vehicular,7613.0,84,12.02,1,0.0,0.3371,Familiar,,0
CLI008134,2025-09-10,62,M,Divorciado,Universitario,3,Dependiente,2541.0,11.4,Hipotecario,6410.0,120,15.29,5,0.0,0.4357,Propia,0.781,0
CLI008135,2025-05-26,25,F,Casado,Universitario,1,Dependiente,3143.0,2.4,Hipotecario,31267.0,12,11.89,6,0.0,0.2747,Arrendada,0.935,0
CLI008136,2026-01-03,40,F,Soltero,Técnico,0,Jubilado,2370.0,17.4,Hipotecario,4548.0,60,14.14,6,0.0,0.1569,Hipotecada,0.758,0
CLI008137,2025-04-05,32,M,Soltero,Técnico,3,Dependiente,2266.0,7.8,Consumo,23483.0,24,14.86,2,0.0,0.1822,Arrendada,,1
CLI008138,2026-03-26,48,M,Casado,Técnico,0,Sin empleo,1357.0,0.8,Vehicular,9124.0,24,12.12,2,90.0,0.175,Propia,,0
CLI008139,2025-11-30,24,F,Soltero,Postgrado,1,Dependiente,6215.0,8.7,Vehicular,2727.0,48,19.91,5,0.0,0.5722,Arrendada,,0
CLI008140,2025-07-08,45,F,Casado,Técnico,0,Jubilado,,3.7,Vehicular,33348.0,48,5.0,4,0.0,0.3022,Familiar,,0
CLI008141,2026-02-12,35,F,Casado,Universitario,3,Dependiente,2598.0,2.0,Empresarial,19973.0,48,24.0,1,0.0,0.5447,Arrendada,,1
CLI008142,2025-09-22,33,M,Casado,Técnico,1,Dependiente,907.0,10.1,Consumo,18038.0,24,21.32,6,60.0,0.2977,Arrendada,,0
CLI008143,2026-01-24,26,F,Casado,Universitario,0,Independiente,,5.2,Hipotecario,39730.0,120,13.75,3,0.0,0.1727,Propia,0.503,1
CLI008144,2025-06-15,36,F,Casado,Postgrado,3,Empresario,7128.0,13.7,Hipotecario,6897.0,60,6.98,4,30.0,0.496,Propia,0.516,0
CLI008145,2025-11-28,53,F,Divorciado,Universitario,3,Dependiente,5714.0,4.8,Consumo,42065.0,48,26.66,0,60.0,0.3934,Familiar,,0
CLI008146,2025-06-09,41,F,Casado,Técnico,0,Independiente,1085.0,13.1,Vehicular,46521.0,24,18.54,1,60.0,0.3295,Propia,,0
CLI008147,2025-03-08,48,F,Soltero,Universitario,2,Independiente,2849.0,2.0,Consumo,2490.0,84,22.49,5,0.0,0.5883,Propia,,1
CLI008148,2026-01-05,60,M,Divorciado,Secundaria,1,Dependiente,856.0,8.5,Vehicular,3533.0,24,15.46,0,0.0,0.6325,Propia,,0
CLI008149,2025-11-30,44,M,Casado,Postgrado,2,Empresario,,,Hipotecario,5901.0,120,26.02,4,30.0,0.4324,Arrendada,0.791,0
CLI008150,2026-02-03,35,F,Casado,Secundaria,1,Empresario,1585.0,7.2,Consumo,26790.0,12,15.6,9,,0.3635,Arrendada,,0
CLI008151,2025-09-06,47,M,Casado,Técnico,0,Dependiente,1871.0,5.0,Consumo,61678.0,36,21.1,4,0.0,0.1907,Arrendada,,0
CLI008152,2025-02-24,36,F,Casado,Técnico,4,Dependiente,1738.0,1.1,Hipotecario,7096.0,12,10.38,4,0.0,0.0092,Familiar,0.594,0
CLI008153,2026-02-25,36,M,Casado,Universitario,1,Dependiente,4775.0,,Hipotecario,17110.0,48,19.0,3,60.0,0.3086,Familiar,0.691,0
CLI008154,2025-08-23,25,M,Casado,Postgrado,2,Dependiente,6067.0,16.2,Hipotecario,28820.0,36,23.22,0,0.0,0.237,Arrendada,0.913,0
CLI008155,2026-02-26,52,M,Casado,Secundaria,0,Sin empleo,914.0,4.5,Consumo,10200.0,12,19.64,1,120.0,0.2033,Propia,,0
CLI008156,2026-01-27,37,M,Casado,Secundaria,2,Empresario,1707.0,1.1,Hipotecario,4378.0,48,25.71,8,0.0,0.2506,Arrendada,0.502,1
CLI008157,2026-02-02,44,F,Soltero,Universitario,3,Independiente,3952.0,4.8,Vehicular,8494.0,84,20.05,2,0.0,0.7408,Propia,,0
CLI008158,2025-07-24,30,M,Soltero,Técnico,0,Empresario,1064.0,13.8,Vehicular,19609.0,36,17.48,3,0.0,0.1332,Familiar,,0
CLI008159,2026-02-01,46,M,Divorciado,Universitario,0,Dependiente,4960.0,7.4,Hipotecario,36417.0,48,21.21,3,0.0,0.4986,Familiar,0.577,0
CLI008160,2026-02-11,33,F,Soltero,Técnico,0,Dependiente,3215.0,4.6,Consumo,71854.0,48,15.7,1,0.0,0.5999,Familiar,,0
CLI008161,2025-06-26,40,M,Soltero,Técnico,1,Independiente,1581.0,4.7,Hipotecario,4272.0,60,18.18,4,30.0,0.1164,Propia,0.733,0
CLI008162,2025-11-10,51,F,Casado,Técnico,0,Independiente,2037.0,14.1,Hipotecario,16805.0,48,18.76,3,60.0,0.4555,Arrendada,0.552,0
CLI008163,2025-08-01,50,M,Soltero,Universitario,0,Dependiente,1379.0,4.4,Consumo,35735.0,36,10.16,1,0.0,0.2185,Arrendada,,0
CLI008164,2025-07-16,41,M,Soltero,Técnico,2,Sin empleo,980.0,1.5,Vehicular,7998.0,60,24.73,4,90.0,0.4061,Hipotecada,,1
CLI008165,2025-08-06,22,M,Soltero,Universitario,1,Dependiente,3191.0,8.7,Consumo,60579.0,48,18.8,2,180.0,0.194,Familiar,,1
CLI008166,2026-01-24,74,F,Casado,Universitario,2,Dependiente,,0.5,Hipotecario,17013.0,60,21.09,4,120.0,0.0559,Propia,0.614,0
