id_credito,anio_originacion,plazo_meses,edad,ingreso_mensual,score_buro,deuda_ingreso,num_productos,pd_modelo,default_obs
1797,2021,12,34,2430.0,667,0.351,3,0.238587,0
1798,2021,36,30,3828.0,471,0.6341,1,0.007128,0
1799,2023,36,48,7013.0,525,0.4488,1,0.014017,0
1800,2022,24,38,2737.0,785,0.0664,1,0.585965,1
1801,2023,60,57,14335.0,605,0.4246,2,0.024111,0
1802,2021,12,37,4950.0,698,0.4295,2,0.334315,0
1803,2022,12,30,5036.0,710,0.0573,1,0.154854,0
1804,2022,24,22,3522.0,651,0.2034,3,0.071907,0
1805,2022,48,22,6300.0,701,0.2441,2,0.24197,0
1806,2022,48,22,2755.0,450,0.1873,1,0.005681,0
1807,2022,24,40,14508.0,601,0.591,1,0.035113,0
1808,2021,36,43,9496.0,373,0.4024,1,0.001,0
1809,2022,24,22,8040.0,480,0.4625,1,0.008175,0
1810,2022,48,46,2452.0,576,0.1082,1,0.013861,0
1811,2021,24,33,5446.0,566,0.1485,1,0.023649,0
1812,2021,36,39,8996.0,623,0.6248,1,0.104407,0
1813,2022,36,54,6611.0,618,0.4363,1,0.109932,1
1814,2022,48,46,2978.0,630,0.1572,1,0.068614,0
1815,2022,24,35,3551.0,633,0.1562,2,0.072361,0
1816,2022,24,29,3921.0,646,0.2074,1,0.075838,0
1817,2022,24,22,3635.0,543,0.2849,1,0.021609,0
1818,2023,24,30,10555.0,562,0.5207,1,0.034155,0
1819,2022,24,35,1881.0,617,0.1305,1,0.050373,0
1820,2022,24,28,6822.0,618,0.3761,2,0.065323,0
1821,2023,36,36,2576.0,533,0.1619,2,0.00803,0
1822,2022,60,38,3039.0,706,0.2971,3,0.253358,1
1823,2022,48,35,1799.0,677,0.2282,4,0.094632,0
1824,2022,36,31,3735.0,551,0.3209,3,0.015052,0
1825,2023,48,39,10461.0,603,0.1047,1,0.03394,0
1826,2023,24,42,5611.0,780,0.1682,1,0.521367,0
1827,2022,36,27,2699.0,632,0.2105,3,0.059444,0
1828,2022,36,52,8173.0,651,0.2518,3,0.036995,0
1829,2022,48,37,9097.0,571,0.2394,2,0.010878,0
1830,2022,12,38,5177.0,594,0.105,1,0.040758,0
1831,2022,24,45,13594.0,740,0.1664,1,0.280854,1
1832,2022,36,40,7411.0,629,0.3043,2,0.023608,0
1833,2023,24,47,6914.0,614,0.0771,2,0.01846,0
1834,2021,12,40,3289.0,620,0.2979,1,0.069851,0
1835,2023,12,31,6726.0,823,0.2542,2,0.563765,1
1836,2022,24,41,5477.0,623,0.4123,3,0.031959,0
1837,2022,12,26,6374.0,553,0.2224,2,0.012664,0
1838,2023,36,39,3490.0,567,0.7341,2,0.072391,0
1839,2022,24,37,5240.0,682,0.2014,1,0.21017,1
1840,2022,36,35,3267.0,505,0.4463,1,0.013734,0
1841,2023,48,36,1680.0,656,0.648,4,0.128817,1
1842,2021,24,22,8096.0,562,0.5676,2,0.020888,0
1843,2022,24,32,2319.0,471,0.3237,1,0.00618,0
1844,2022,48,38,5185.0,541,0.3199,3,0.007783,0
1845,2022,48,39,5805.0,622,0.3631,3,0.064435,0
1846,2021,48,27,5786.0,731,0.319,1,0.371453,0
1847,2022,36,50,4266.0,693,0.0828,3,0.126045,0
1848,2022,24,29,5629.0,596,0.4914,3,0.039043,0
1849,2021,36,47,6220.0,697,0.3136,3,0.114956,0
1850,2023,24,42,7097.0,591,0.3619,1,0.0387,0
1851,2022,36,31,11693.0,502,0.2432,3,0.003244,0
1852,2021,36,55,5525.0,621,0.1844,2,0.045292,0
1853,2021,36,26,5075.0,499,0.2305,1,0.011196,0
1854,2022,36,47,3123.0,683,0.2115,3,0.136829,0
1855,2021,48,48,6112.0,684,0.136,2,0.091395,1
1856,2022,24,31,6862.0,549,0.3827,3,0.011004,0
1857,2023,12,51,4464.0,631,0.063,2,0.035973,0
1858,2022,48,35,6453.0,630,0.1274,1,0.066556,0
1859,2021,36,40,4246.0,689,0.5515,2,0.414149,0
1860,2021,36,40,6874.0,520,0.0747,4,0.002124,0
1861,2021,36,36,7757.0,667,0.1269,2,0.061047,0
1862,2023,36,46,7703.0,514,0.0883,3,0.002989,0
1863,2023,36,45,5213.0,682,0.5625,3,0.269449,0
1864,2022,48,22,2922.0,705,0.1539,1,0.234516,0
1865,2021,24,51,3619.0,566,0.1998,1,0.012884,0
1866,2023,36,22,6618.0,717,0.4899,4,0.475461,1
1867,2022,36,48,16721.0,494,0.2606,3,0.0016,0
1868,2023,48,49,4145.0,707,0.3768,2,0.216031,0
1869,2021,24,27,6173.0,735,0.174,4,0.227137,0
1870,2022,24,33,3722.0,647,0.1213,2,0.066545,0
1871,2023,24,26,3020.0,604,0.3899,2,0.080572,0
1872,2023,36,35,3505.0,644,0.1078,2,0.050018,0
1873,2022,60,34,1735.0,571,0.2958,3,0.019908,0
1874,2022,48,45,9669.0,829,0.7473,1,0.874672,1
1875,2021,60,51,1612.0,573,0.3139,1,0.028557,0
1876,2021,48,51,4307.0,725,0.2511,1,0.410373,0
1877,2021,24,32,2727.0,560,0.2091,3,0.017416,0
1878,2022,24,35,3158.0,747,0.3925,1,0.578554,1
1879,2022,36,22,9782.0,780,0.3309,1,0.660209,1
1880,2023,24,29,5435.0,650,0.539,2,0.13594,0
1881,2023,36,47,3033.0,642,0.4068,3,0.074015,1
1882,2021,24,54,3660.0,543,0.5484,2,0.011652,0
1883,2021,24,25,3352.0,533,0.5617,3,0.018825,0
1884,2021,48,32,4809.0,643,0.3332,1,0.176552,0
1885,2023,12,37,5359.0,736,0.116,1,0.271941,0
1886,2021,24,40,12680.0,576,0.1831,3,0.006346,0
1887,2022,24,29,1885.0,796,0.1692,1,0.647408,1
1888,2021,36,42,4830.0,571,0.356,4,0.022073,0
1889,2021,36,33,4197.0,638,0.1976,3,0.064266,0
1890,2021,12,37,7889.0,638,0.1442,3,0.049517,0
1891,2021,24,43,5869.0,611,0.4834,1,0.120223,0
1892,2023,36,38,6602.0,456,0.2564,2,0.001,0
1893,2022,24,33,5840.0,570,0.2912,2,0.021117,0
1894,2023,12,36,3084.0,635,0.2828,1,0.121086,0
1895,2023,36,37,9006.0,612,0.4568,2,0.038275,0
1896,2021,36,34,7326.0,670,0.3806,1,0.138045,0
1897,2023,12,35,7768.0,680,0.0931,2,0.117398,0
1898,2022,36,53,9247.0,600,0.5074,1,0.058811,0
1899,2021,24,43,6056.0,543,0.1787,1,0.013002,0
1900,2022,12,35,10306.0,743,0.176,1,0.366815,0
1901,2021,36,44,5936.0,511,0.2883,1,0.014234,0
1902,2022,36,34,4405.0,572,0.6343,2,0.040298,0
1903,2022,24,49,4899.0,552,0.5021,4,0.011768,0
1904,2022,12,41,4857.0,679,0.1899,1,0.134428,0
1905,2021,12,36,3791.0,725,0.058,1,0.291884,1
1906,2023,60,42,11114.0,606,0.4385,2,0.060726,0
1907,2022,24,22,5700.0,638,0.2866,1,0.140108,0
1908,2023,24,26,5153.0,654,0.0868,2,0.077481,0
1909,2021,36,26,5968.0,764,0.5942,3,0.484186,1
1910,2022,48,39,20000.0,478,0.2233,2,0.001,0
1911,2022,24,55,2791.0,679,0.3189,1,0.106749,0
1912,2022,48,60,3221.0,650,0.1402,1,0.181903,0
1913,2021,60,44,2464.0,590,0.4496,3,0.03542,0
1914,2021,36,43,4375.0,646,0.2978,1,0.163595,1
1915,2023,36,22,5557.0,679,0.2497,2,0.233017,0
1916,2023,12,32,3895.0,666,0.0776,1,0.13285,0
1917,2023,36,30,3752.0,792,0.3622,2,0.961219,1
1918,2021,36,31,5277.0,630,0.4469,2,0.146378,0
1919,2023,24,36,3824.0,622,0.1029,1,0.044539,0
1920,2022,24,33,5739.0,605,0.0826,1,0.037196,0
1921,2022,60,22,8579.0,664,0.3595,1,0.212497,0
1922,2022,48,45,6895.0,617,0.1089,2,0.02627,0
1923,2021,24,27,7635.0,621,0.3646,2,0.075041,0
1924,2022,36,40,8459.0,621,0.186,3,0.027972,0
1925,2022,36,58,5661.0,609,0.1167,4,0.01123,0
1926,2021,48,28,4540.0,571,0.5621,2,0.047751,0
1927,2021,24,22,3340.0,653,0.4847,4,0.125139,1
1928,2021,12,35,4042.0,597,0.2151,1,0.035169,0
1929,2022,36,49,3783.0,669,0.0239,2,0.042629,1
1930,2022,12,57,7086.0,628,0.3192,1,0.090417,0
1931,2022,48,25,5845.0,589,0.5099,1,0.104629,0
1932,2023,60,42,6963.0,745,0.192,1,0.296113,0
1933,2021,36,33,2751.0,611,0.0863,3,0.024601,0
1934,2021,36,36,10055.0,669,0.4523,2,0.107808,1
1935,2021,36,64,3970.0,564,0.4506,3,0.01168,0
1936,2021,24,22,2836.0,457,0.2896,2,0.002426,0
1937,2021,12,40,3946.0,574,0.1446,1,0.025602,0
1938,2022,24,42,17016.0,449,0.2443,2,0.001,0
1939,2023,24,48,4049.0,601,0.1013,1,0.021993,0
1940,2023,60,38,4177.0,737,0.2993,4,0.237548,1
1941,2023,48,41,4465.0,547,0.136,3,0.007617,0
1942,2021,60,34,4563.0,451,0.2387,1,0.002312,0
1943,2021,36,40,3325.0,740,0.0888,4,0.227927,1
1944,2023,24,34,5280.0,581,0.29,1,0.029518,0
1945,2023,24,44,8415.0,618,0.306,2,0.07471,0
1946,2021,36,34,5751.0,683,0.0559,1,0.111037,1
1947,2022,48,41,2820.0,661,0.6859,2,0.27844,1
1948,2021,36,37,4137.0,680,0.1904,3,0.082486,0
1949,2021,12,49,3730.0,692,0.1773,1,0.122661,0
1950,2023,24,37,5047.0,480,0.2431,1,0.005066,0
1951,2023,36,22,9559.0,506,0.3952,2,0.00425,0
1952,2022,12,50,4562.0,713,0.417,1,0.417682,0
1953,2022,12,28,4703.0,557,0.1882,1,0.016182,0
1954,2023,60,31,11954.0,566,0.1549,1,0.019048,0
1955,2022,12,32,7617.0,518,0.4189,3,0.006012,0
1956,2022,48,51,6549.0,587,0.3926,3,0.012542,0
1957,2022,24,22,13083.0,592,0.1089,1,0.016677,0
1958,2021,48,69,6279.0,545,0.3621,1,0.026042,0
1959,2022,24,48,1820.0,535,0.4879,1,0.024064,0
1960,2021,36,40,7453.0,645,0.1507,1,0.052887,0
1961,2023,36,37,2217.0,555,0.3448,1,0.039788,0
1962,2021,12,40,6161.0,571,0.2168,3,0.010068,0
1963,2022,48,43,2086.0,445,0.2216,2,0.001857,0
1964,2021,60,44,3892.0,775,0.0604,1,0.471155,1
1965,2022,12,43,4097.0,695,0.1133,2,0.113524,0
1966,2021,24,38,3344.0,580,0.234,1,0.043373,0
1967,2022,24,36,4128.0,548,0.5187,2,0.027897,0
1968,2022,12,36,8236.0,620,0.5142,4,0.029335,0
1969,2021,36,36,3439.0,618,0.4508,2,0.099436,0
1970,2022,24,49,6455.0,517,0.3387,2,0.00909,0
1971,2023,36,43,3033.0,415,0.5197,2,0.001799,0
1972,2022,36,22,4470.0,577,0.2532,1,0.059095,1
1973,2021,36,44,5779.0,494,0.5325,1,0.017301,0
1974,2022,36,39,2986.0,633,0.301,1,0.076788,0
1975,2021,36,37,2551.0,634,0.2838,1,0.13436,0
1976,2023,24,34,6285.0,542,0.1386,1,0.01125,0
1977,2022,12,49,8617.0,577,0.4351,1,0.041967,0
1978,2021,24,47,4724.0,761,0.3497,2,0.471644,0
1979,2022,48,30,3910.0,682,0.2845,1,0.272897,1
1980,2021,12,42,5313.0,583,0.197,4,0.01085,0
1981,2021,48,28,5053.0,803,0.3593,3,0.810687,1
1982,2021,24,24,5549.0,524,0.3892,3,0.009531,0
1983,2021,36,31,1388.0,554,0.2565,3,0.010178,0
1984,2023,24,46,2880.0,611,0.511,2,0.114092,0
1985,2021,24,47,3221.0,497,0.2052,2,0.003825,0
1986,2023,60,43,5300.0,763,0.2716,2,0.525544,0
1987,2021,48,45,5393.0,634,0.2813,1,0.08425,0
1988,2021,12,43,6755.0,556,0.4342,1,0.025458,0
1989,2021,60,31,5590.0,655,0.3353,3,0.081773,0
1990,2021,24,42,2565.0,631,0.1458,2,0.063113,0
1991,2023,12,46,10132.0,595,0.2952,1,0.022773,0
1992,2021,12,45,9283.0,523,0.2625,3,0.004624,0
1993,2023,60,49,2620.0,505,0.1868,2,0.004785,0
1994,2023,24,45,5804.0,794,0.2005,2,0.60377,1
1995,2022,24,41,3649.0,511,0.2948,4,0.002522,0
1996,2022,24,48,5268.0,755,0.2063,4,0.165804,0
1997,2021,36,37,8322.0,552,0.3296,1,0.018452,0
1998,2021,48,29,14258.0,683,0.1419,3,0.093769,0
1999,2022,24,36,7156.0,657,0.1335,4,0.027453,0
2000,2021,36,30,5696.0,673,0.2949,3,0.155027,0
2001,2023,36,31,4147.0,678,0.5365,3,0.225672,0
2002,2021,24,36,5383.0,491,0.237,3,0.002348,0
2003,2022,48,30,9700.0,565,0.1082,4,0.004688,0
2004,2021,24,34,4806.0,510,0.2415,1,0.010183,0
2005,2022,36,22,3156.0,635,0.5439,1,0.265911,0
2006,2022,12,40,2187.0,514,0.5521,1,0.021789,0
2007,2022,36,38,6352.0,461,0.2861,3,0.001554,0
2008,2022,36,29,5562.0,601,0.2946,2,0.0422,0
2009,2023,24,44,3558.0,443,0.6198,1,0.003846,0
2010,2022,36,47,8209.0,640,0.1637,2,0.04101,0
2011,2021,60,22,3980.0,519,0.3751,1,0.015555,0
2012,2021,12,30,4595.0,552,0.4987,1,0.038062,0
2013,2023,36,30,4874.0,437,0.1708,1,0.001698,0
2014,2021,12,28,4124.0,752,0.1773,1,0.470935,0
2015,2022,36,46,5530.0,502,0.0876,1,0.004112,0
2016,2021,48,36,8741.0,590,0.2456,1,0.023679,0
2017,2023,36,35,2776.0,476,0.3518,1,0.004704,0
2018,2022,36,22,6275.0,553,0.4168,2,0.030157,0
2019,2022,24,44,5357.0,760,0.1786,1,0.602553,1
2020,2022,24,25,5308.0,643,0.0954,3,0.045347,0
2021,2022,60,38,7600.0,562,0.3383,1,0.018355,0
2022,2021,24,40,5037.0,617,0.3961,3,0.05915,0
2023,2022,24,51,6249.0,575,0.2402,1,0.019577,0
2024,2022,36,24,7030.0,612,0.2182,4,0.029023,0
2025,2021,24,22,3819.0,679,0.0653,1,0.150091,0
2026,2023,36,39,5708.0,593,0.2745,1,0.063948,0
2027,2021,36,56,4336.0,637,0.6011,1,0.178654,0
2028,2023,48,50,4599.0,638,0.1302,1,0.049592,0
2029,2021,48,40,4184.0,593,0.1441,1,0.040389,0
2030,2022,24,33,6220.0,561,0.211,3,0.00854,0
2031,2021,24,46,5120.0,577,0.2738,2,0.022806,0
2032,2021,24,28,5987.0,675,0.0691,1,0.13057,0
2033,2021,36,42,4872.0,682,0.2998,3,0.113941,0
2034,2022,48,43,2204.0,528,0.3048,3,0.008399,0
2035,2021,36,48,4992.0,599,0.149,4,0.016168,0
2036,2021,24,65,5073.0,559,0.164,1,0.007898,0
2037,2023,36,41,5549.0,683,0.2572,2,0.210709,0
2038,2021,36,32,3652.0,582,0.1567,2,0.025564,0
2039,2023,36,37,2703.0,796,0.2429,3,0.655123,1
2040,2021,48,22,6716.0,637,0.3823,2,0.097847,0
2041,2022,24,31,4286.0,714,0.3749,2,0.593409,1
2042,2022,12,33,5354.0,538,0.2091,3,0.010606,0
2043,2022,60,32,4270.0,620,0.3706,2,0.06659,1
2044,2023,24,39,4900.0,669,0.2519,1,0.161597,0
2045,2021,12,29,3926.0,537,0.4253,2,0.020586,0
2046,2022,24,49,3029.0,621,0.3076,2,0.073203,0
2047,2023,36,38,6228.0,704,0.2505,2,0.101032,0
2048,2021,48,37,3635.0,593,0.4459,1,0.077333,0
2049,2022,36,34,5335.0,551,0.1631,3,0.01331,0
2050,2023,36,39,6034.0,764,0.2043,1,0.438772,0
2051,2022,36,46,3665.0,526,0.1257,1,0.004693,0
2052,2022,36,29,2692.0,632,0.1586,1,0.075875,0
2053,2023,48,31,16532.0,563,0.2049,1,0.009091,0
2054,2023,24,34,3775.0,545,0.4981,3,0.029554,0
2055,2021,12,24,6712.0,679,0.2656,3,0.118499,0
2056,2022,36,29,12961.0,603,0.1812,1,0.018901,0
2057,2022,36,33,7295.0,652,0.2841,1,0.16164,1
2058,2023,12,46,4229.0,439,0.1634,2,0.001033,0
2059,2022,36,40,4753.0,660,0.2076,2,0.067967,0
2060,2022,24,39,3241.0,562,0.2026,1,0.013784,0
2061,2022,36,46,7638.0,469,0.3187,4,0.001689,0
2062,2023,36,36,6523.0,770,0.3817,1,0.535567,0
2063,2022,24,41,3800.0,668,0.3117,4,0.127637,0
2064,2021,60,36,2919.0,638,0.3624,2,0.153378,0
2065,2022,12,40,2539.0,719,0.3794,4,0.303244,0
2066,2023,24,32,8049.0,639,0.1448,2,0.038877,0
2067,2022,24,22,5220.0,556,0.1472,1,0.012531,0
2068,2021,12,36,5473.0,606,0.0873,2,0.014856,0
2069,2022,24,52,3257.0,565,0.3579,4,0.010765,0
2070,2021,36,47,2364.0,579,0.2203,2,0.012,0
2071,2022,24,47,7953.0,519,0.1781,3,0.003912,0
2072,2022,24,50,5019.0,542,0.4133,4,0.01234,0
2073,2022,48,38,7736.0,691,0.3122,1,0.228641,0
2074,2023,36,39,4052.0,646,0.1204,2,0.060513,0
2075,2021,60,31,4366.0,579,0.6097,1,0.11952,0
2076,2022,12,34,7021.0,537,0.2949,4,0.004866,0
2077,2022,24,44,7088.0,587,0.3403,2,0.026171,0
2078,2023,36,50,7323.0,485,0.3374,3,0.002042,0
2079,2021,24,36,4240.0,630,0.0689,1,0.045071,0
2080,2022,24,33,6683.0,695,0.2752,2,0.170313,1
2081,2023,36,38,8557.0,809,0.1106,2,0.582551,1
2082,2022,24,44,4664.0,531,0.2767,3,0.007447,0
2083,2021,12,23,3802.0,692,0.1697,2,0.148603,0
2084,2021,24,22,9618.0,563,0.5198,3,0.025747,0
2085,2023,12,32,3543.0,529,0.1915,2,0.009984,0
2086,2022,24,25,6733.0,529,0.3464,1,0.0112,0
2087,2021,36,32,4773.0,631,0.0212,2,0.039901,0
2088,2023,12,36,1957.0,545,0.5072,3,0.027457,0
2089,2022,24,33,8641.0,571,0.5741,1,0.039044,0
2090,2022,48,52,1238.0,584,0.3767,1,0.063297,0
2091,2022,12,41,1822.0,560,0.0273,2,0.011828,0
2092,2022,24,41,6398.0,554,0.4395,1,0.016932,0
2093,2022,60,44,6397.0,425,0.009,1,0.001,0
2094,2021,48,26,3573.0,626,0.0605,2,0.045969,0
2095,2022,12,48,5292.0,625,0.1391,3,0.032846,0
2096,2021,12,37,1386.0,556,0.4799,4,0.027434,0
2097,2023,24,44,6999.0,648,0.6548,1,0.162108,0
2098,2022,48,27,5568.0,731,0.2324,1,0.281768,0
2099,2023,12,22,4804.0,621,0.5153,4,0.064915,0
2100,2023,24,46,4966.0,726,0.1176,3,0.212368,0
2101,2023,48,41,6289.0,799,0.5797,4,0.602858,1
2102,2021,36,28,4844.0,822,0.1764,3,0.703119,0
2103,2021,12,29,1926.0,524,0.307,2,0.015844,0
2104,2021,36,49,14738.0,525,0.3018,2,0.00366,0
2105,2021,24,26,8959.0,584,0.3151,2,0.046409,0
2106,2022,12,54,2585.0,630,0.3396,1,0.087875,0
2107,2022,48,28,4136.0,746,0.5157,2,0.471925,0
2108,2021,36,44,4368.0,670,0.3081,3,0.077355,1
2109,2022,60,34,8429.0,523,0.4528,1,0.018566,0
2110,2023,24,44,1670.0,571,0.2262,1,0.036415,0
2111,2021,36,32,3830.0,616,0.2777,1,0.054225,0
2112,2022,12,36,2038.0,500,0.2611,1,0.012483,0
2113,2023,48,38,4262.0,621,0.1779,1,0.040861,0
2114,2021,24,27,3881.0,524,0.6405,2,0.025152,0
2115,2022,24,45,5115.0,487,0.0827,3,0.001897,0
2116,2021,60,32,3632.0,544,0.2808,1,0.016129,0
2117,2022,36,35,3376.0,652,0.0812,2,0.079613,0
2118,2022,24,28,6700.0,652,0.2305,3,0.063234,0
2119,2021,12,22,6169.0,627,0.1302,4,0.029071,0
2120,2022,24,36,6475.0,699,0.2707,1,0.195255,0
2121,2021,48,62,4499.0,690,0.3476,2,0.309886,1
2122,2021,60,45,3693.0,636,0.2593,2,0.067339,0
2123,2022,12,37,4631.0,625,0.4773,4,0.050652,0
2124,2023,24,35,6314.0,630,0.2881,1,0.097707,0
2125,2021,36,38,1655.0,608,0.0686,3,0.014546,0
2126,2023,24,43,5985.0,446,0.1058,2,0.00104,0
2127,2021,60,26,5736.0,710,0.2139,1,0.207385,0
2128,2021,36,49,5070.0,651,0.6402,1,0.202739,0
2129,2023,48,45,4561.0,522,0.384,2,0.010338,0
2130,2022,48,45,1362.0,734,0.2652,1,0.480372,1
2131,2023,24,42,3944.0,572,0.1704,3,0.009817,0
2132,2021,24,38,12025.0,611,0.1072,3,0.011578,0
2133,2023,24,44,4947.0,701,0.2744,2,0.264067,0
2134,2023,48,43,4215.0,637,0.4279,2,0.102957,0
2135,2021,12,34,4956.0,726,0.1619,2,0.230285,0
2136,2023,12,32,5869.0,591,0.1309,1,0.028729,0
2137,2022,24,39,6832.0,755,0.2067,1,0.399964,0
2138,2021,36,53,4383.0,557,0.3785,3,0.014159,0
2139,2023,24,25,6078.0,725,0.1599,3,0.273545,0
2140,2023,24,23,11365.0,438,0.2004,1,0.00109,0
2141,2022,60,39,8128.0,531,0.7343,2,0.026488,0
2142,2022,36,38,15838.0,643,0.1207,4,0.006977,0
2143,2023,24,39,3539.0,587,0.1443,4,0.011659,0
2144,2022,48,40,11363.0,614,0.4595,3,0.03792,0
2145,2022,48,35,3310.0,623,0.4542,1,0.133196,0
2146,2022,24,52,5865.0,524,0.288,1,0.006764,0
2147,2023,60,22,7089.0,530,0.2038,3,0.0036,0
2148,2023,36,29,3807.0,638,0.0972,2,0.052442,0
2149,2023,36,36,5136.0,566,0.3583,3,0.016434,0
2150,2021,36,22,7748.0,727,0.3138,1,0.540859,0
2151,2022,36,36,3446.0,604,0.4343,2,0.078246,0
2152,2022,24,54,11324.0,677,0.0322,3,0.027089,0
2153,2023,12,38,2459.0,655,0.3124,1,0.200157,0
2154,2023,24,40,12963.0,571,0.4047,4,0.007209,0
2155,2022,12,25,8108.0,461,0.1832,2,0.002027,0
2156,2021,48,31,4699.0,714,0.6553,1,0.638675,0
2157,2022,48,34,4019.0,541,0.2568,2,0.014892,0
2158,2023,24,34,3814.0,587,0.1548,3,0.021338,1
2159,2021,36,50,4592.0,607,0.323,2,0.022952,0
2160,2021,36,43,4797.0,615,0.1249,3,0.023303,0
2161,2023,36,26,9206.0,696,0.1241,1,0.201199,0
2162,2021,36,40,13152.0,620,0.2665,2,0.047837,0
2163,2022,60,42,5430.0,609,0.2877,1,0.079194,0
2164,2022,12,49,3220.0,701,0.091,1,0.240884,0
2165,2023,12,53,3741.0,668,0.3912,3,0.137944,0
2166,2022,36,27,4485.0,561,0.1486,2,0.012432,1
2167,2022,12,29,2936.0,528,0.4892,4,0.016475,0
2168,2022,36,25,2726.0,554,0.2092,3,0.011738,0
2169,2022,24,35,14025.0,616,0.1549,2,0.018248,0
2170,2022,36,42,5718.0,520,0.3234,3,0.005554,0
2171,2023,36,47,3240.0,627,0.2021,1,0.07093,0
2172,2021,12,37,7393.0,609,0.1786,2,0.036592,0
2173,2021,12,34,2727.0,416,0.6583,2,0.004281,0
2174,2021,36,39,2841.0,507,0.0762,2,0.002957,0
2175,2023,24,29,3289.0,389,0.3142,3,0.001,0
2176,2021,48,58,11240.0,592,0.1907,2,0.019573,0
2177,2021,24,22,4331.0,705,0.0629,3,0.127182,0
2178,2022,36,39,1450.0,468,0.3025,3,0.002462,0
2179,2022,12,58,9000.0,514,0.2429,1,0.005856,0
2180,2023,36,38,4217.0,606,0.5294,2,0.072328,0
2181,2022,12,36,1949.0,534,0.395,3,0.01409,0
2182,2022,36,34,4195.0,534,0.2022,3,0.005455,0
2183,2022,60,36,6377.0,663,0.241,3,0.119427,0
2184,2021,12,51,6015.0,580,0.5055,1,0.052763,0
2185,2021,24,22,12079.0,501,0.1699,3,0.002036,0
2186,2021,24,53,3209.0,452,0.1135,2,0.002528,0
2187,2023,24,23,5031.0,796,0.496,4,0.821433,1
2188,2023,12,35,3464.0,710,0.1272,2,0.220094,0
2189,2022,24,33,2273.0,583,0.3693,3,0.038744,1
2190,2021,24,43,7652.0,627,0.2008,2,0.044165,0
2191,2023,24,22,6196.0,580,0.2536,4,0.015201,0
2192,2021,12,42,5664.0,660,0.0603,2,0.142558,0
2193,2022,12,58,6084.0,551,0.1229,1,0.009896,0
2194,2021,24,24,3489.0,576,0.1471,2,0.027553,0
2195,2023,36,39,2972.0,656,0.3554,1,0.14715,0
2196,2022,24,31,5008.0,736,0.2552,3,0.221717,0
2197,2023,60,42,8783.0,679,0.0763,1,0.112741,0
2198,2022,36,38,10982.0,718,0.2299,1,0.214086,0
2199,2021,12,31,7315.0,595,0.2481,3,0.024091,0
2200,2021,24,42,4987.0,570,0.106,2,0.012058,0
2201,2021,24,56,5625.0,464,0.5445,1,0.005032,0
2202,2021,36,36,4943.0,625,0.5027,4,0.038738,0
2203,2022,12,45,2943.0,650,0.322,2,0.137788,0
2204,2021,24,25,4976.0,595,0.0148,2,0.015453,0
2205,2021,36,28,2521.0,557,0.3098,1,0.027376,0
2206,2021,24,42,4619.0,719,0.2529,1,0.462153,1
2207,2021,36,52,11137.0,670,0.1948,1,0.077366,0
2208,2022,36,41,7416.0,725,0.5613,1,0.574563,0
2209,2021,24,34,3098.0,543,0.0321,2,0.008196,0
2210,2022,36,37,4740.0,563,0.3541,4,0.017647,0
2211,2023,36,25,3238.0,716,0.3882,1,0.537195,1
2212,2021,60,44,4764.0,616,0.429,4,0.041008,0
2213,2021,24,46,8271.0,574,0.2019,2,0.011054,0
2214,2021,24,33,6812.0,580,0.1694,2,0.011408,0
2215,2022,36,33,17019.0,619,0.4746,1,0.054153,0
2216,2023,24,40,8922.0,700,0.1873,3,0.063685,0
2217,2021,36,33,5443.0,607,0.4019,3,0.025659,0
2218,2022,24,37,6895.0,683,0.2193,3,0.091374,0
2219,2021,12,58,4442.0,657,0.134,1,0.071865,0
2220,2023,36,35,2797.0,549,0.5083,2,0.019532,0
2221,2021,24,34,9442.0,549,0.2557,4,0.00494,0
2222,2022,24,31,8140.0,583,0.3616,2,0.027763,0
2223,2022,36,45,4357.0,513,0.0978,1,0.004808,0
2224,2022,48,36,5636.0,578,0.3478,1,0.04477,0
2225,2022,60,31,9140.0,741,0.328,1,0.287206,1
2226,2022,48,51,7504.0,617,0.0696,2,0.031943,0
2227,2021,24,52,2365.0,558,0.896,2,0.131129,0
2228,2021,24,31,5551.0,773,0.4032,3,0.530053,1
2229,2023,24,22,4520.0,545,0.5746,4,0.017106,0
2230,2022,48,48,8574.0,543,0.306,1,0.010763,0
2231,2022,48,31,8230.0,718,0.3815,3,0.296036,0
2232,2021,48,45,9502.0,672,0.1574,2,0.088177,0
2233,2023,24,22,2810.0,609,0.2702,4,0.019904,0
2234,2022,36,46,3321.0,686,0.4075,4,0.119261,1
2235,2022,48,25,8579.0,644,0.397,3,0.041694,0
2236,2021,24,45,3656.0,525,0.254,1,0.015659,0
2237,2021,36,38,2297.0,428,0.1717,4,0.001,0
2238,2022,24,28,6414.0,574,0.5566,1,0.049978,0
2239,2022,12,33,3738.0,706,0.6178,3,0.455979,1
2240,2021,48,44,12027.0,585,0.2862,2,0.015949,0
2241,2021,36,39,5699.0,656,0.3095,2,0.080547,0
2242,2023,48,43,5325.0,634,0.1515,3,0.02346,0
2243,2021,36,57,4086.0,484,0.2442,3,0.002769,0
2244,2023,24,22,10888.0,587,0.2355,1,0.029383,0
2245,2022,12,54,5880.0,648,0.2705,1,0.083367,1
2246,2021,36,39,4007.0,557,0.0652,4,0.013789,0
2247,2022,36,29,3304.0,590,0.3616,1,0.068261,1
